3,667
4,663
5,799
6,798
7,700
8,583
9,526
10,448
11,359
12,309
13,274
14,239
15,222
16,226
17,190
18,168
19,164
20,163
21,128
22,101
23,114
24,74
25,83
26,83
27,75
28,86
29,69
30,54
31,54
32,44
33,55
34,46
35,32
36,32
37,48
38,44
39,42
40,33
41,37
42,31
43,29
44,26
45,33
46,29
47,28
48,31
49,22
50,22
51,13
52,23
53,16
54,14
55,13
56,11
57,14
58,12
59,7
60,15
61,13
62,17
63,12
64,14
65,7
66,19
67,13
68,17
69,14
70,7
71,10
72,7
73,8
74,11
75,12
76,4
77,13
78,10
79,7
80,10
81,9
82,6
83,7
84,6
85,6
86,4
87,6
88,9
89,8
90,6
91,4
92,5
93,9
94,5
95,2
96,3
97,3
98,10
99,6
100,4
101,9
102,6
103,6
104,5
105,4
106,4
107,7
108,5
109,3
110,5
111,8
112,5
113,1
114,6
115,3
116,10
117,6
118,6
119,6
120,7
121,2
122,8
123,7
124,2
125,6
126,4
127,2
128,2
129,3
130,3
131,1
132,1
133,2
134,4
135,1
136,4
137,2
138,4
139,5
140,4
141,3
142,2
143,3
144,1
145,2
146,3
147,3
148,6
149,4
150,3
151,1
152,7
153,7
154,1
155,1
156,1
157,1
158,6
159,1
160,5
161,6
162,4
163,3
164,2
166,1
167,2
168,2
169,4
170,1
171,1
172,4
174,4
175,2
176,1
177,1
178,4
179,2
180,3
181,2
182,1
183,1
184,2
185,2
186,2
187,2
188,2
189,4
190,1
191,2
192,1
193,2
194,2
195,1
196,2
197,2
198,1
199,1
200,3
201,2
202,2
203,1
205,2
206,1
207,2
211,1
212,2
214,4
215,3
219,1
222,3
225,4
227,2
228,3
229,1
230,1
233,1
234,1
236,1
237,1
238,1
241,4
242,1
243,1
244,1
246,2
247,1
250,1
253,2
254,1
256,2
258,3
260,2
261,1
263,1
264,1
265,1
266,1
267,1
269,1
271,1
272,4
275,2
277,1
278,2
279,1
282,1
283,1
284,1
285,1
286,1
296,2
300,1
303,1
308,1
315,1
318,1
319,1
321,1
331,1
334,1
338,1
340,1
345,2
358,1
367,2
369,1
400,1
411,2
417,1
430,1
441,1
448,1
464,1
510,1
556,1
