5,46
6,68
7,61
8,69
9,46
10,51
11,48
12,47
13,41
14,36
15,26
16,33
17,27
18,20
19,26
20,17
21,17
22,11
23,15
24,19
25,8
26,14
27,5
28,5
29,5
30,10
31,5
32,7
33,6
34,6
35,7
36,10
37,3
38,8
39,7
40,11
41,4
42,6
43,1
44,3
45,8
46,3
47,3
48,3
49,2
50,1
51,4
52,3
53,2
54,3
55,3
56,4
58,4
59,3
60,1
62,3
63,1
64,4
65,1
66,1
67,1
68,2
69,1
71,6
72,3
75,3
76,1
78,2
81,3
82,2
83,2
84,1
86,2
88,2
90,1
93,1
95,1
96,2
97,1
98,1
100,1
101,1
102,1
106,3
107,1
108,2
110,1
111,1
113,1
117,1
118,1
123,1
124,1
125,1
128,1
133,2
138,1
139,1
142,1
144,1
146,1
150,1
155,1
156,1
159,1
163,1
169,2
177,1
178,1
181,1
203,1
209,1
214,2
222,1
224,1
228,1
232,2
261,1
296,1
297,1
317,1
360,1
592,1
